"10/06/2025","-140.73","*","","PURCHASE AUTHORIZED ON 10/04 WAL-MART #0404 SAN MARCOS TX P000000483369624 CARD 7209"
"10/03/2025","-17.31","*","","PURCHASE AUTHORIZED ON 10/03 WIMBERLEY ACE WIMBERLEY TX P000000486642271 CARD 7209"
"10/03/2025","-8.29","*","","PURCHASE AUTHORIZED ON 10/01 AMAZON MKTPL*NJ7XX Amzn.com/bill WA S345275131093301 CARD 7209"
"09/29/2025","30.00","*","","MOBILE DEPOSIT : REF NUMBER :409290718471"
"09/22/2025","-38.94","*","","PURCHASE AUTHORIZED ON 09/19 AMAZON MKTPL*B108S Amzn.com/bill WA S585262596145304 CARD 7209"
"09/10/2025","-25.94","*","","PURCHASE AUTHORIZED ON 09/10 Kings Feed And Hardware Wimberley TX P585253742188408 CARD 7209"
"09/03/2025","-150.00","*","101","CHECK # 101"
"08/28/2025","-250.00","*","","Pedernales Elect TEL PMTS 082825 1SNKYQ W B GROUPLLC"
"08/28/2025","-75.76","*","","PURCHASE AUTHORIZED ON 08/27 AMAZON MKTPL*6Y5UJ Amzn.com/bill WA S305239626383595 CARD 7209"
"08/26/2025","-213936.95","*","","WITHDRAWAL MADE IN A BRANCH/STORE"
"08/20/2025","50.00","*","","WFB OPENING DEPOSIT FROM CARD XXXXXXXXXXXX1980 REF #IB0TLLBVLP ON 08/20/25"
"08/20/2025","219000.00","*","","WT FED#02M03 NATIONAL FINANCIAL /ORG=FRANCIS X ROJAS SRF# 2780815232FS TRN#250820186189 RFB# 2780815232FS"
